,stockX,flightClub,goat,shoeName,brand,silhoutte,make,colorway,retailPrice,thumbnail,releaseDate,description
187,193,187.0,190.0,Jordan 4 Retro Zen Master,Nike,Jordan 4 Retro,Jordan 4 Retro,Amethyst Wave/Bright Crimson-Black-Cement Grey,210.0,https://images.stockx.com/images/Air-Jordan-4-Retro-Zen-Master-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1655732734,2022-03-19,"Paying tribute to legendary coach Phil Jackson is the Air Jordan 4 Retro 'Zen Master.' Nodding at Jackson's 'Zen Master' persona, it features a textile upper in a tie-dye mix of pink, purple, and blue. Flight branding and a scarlet Jumpman icon are on the black woven tongue with a translucent TPU heel tab displaying a raised Jumpman logo in black. The polyurethane midsole has a visible Air-sole unit in the heel."
188,121,141.0,141.0,New Balance 990v5 Grey,New Balance,New Balance 990v5,New Balance 990v5,Grey,175.0,https://images.stockx.com/images/New-Balance-990v5-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1607650731,2019-02-13,"The 990v5 Made In USA 'Castlerock' brings a neutral look to its performance running construction. The shoe's upper features a grey mesh base with lightweight suede overlays, accented by reflective detailing throughout. An OrthoLite insert is included for comfort, working in conjuction with an Encap midsole, which contrasts the look in white. A black outsole provides traction."
189,182,214.0,214.0,Jordan 1 Retro High OG Reverse Laney (W),Nike,Jordan 1 Retro High OG,Jordan 1 Retro High OG,Varsity Maize/Game Royal/Sail/Black/Fire Red,180.0,https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-Reverse-Laney-W.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1673374938,2023-02-17,"Dressed in the colors of Michael Jordan’s high school alma mater in Wilmington, NC, the Women’s Air Jordan 1 Retro High OG ‘Reverse Laney’ reverses the colors of the AJ1 High released in 2013. The upper features a base in Varsity Maize base with the signature swoosh and overlays appearing in Game Royal. The sneaker is supported underfoot on a midsole in white with an Air-sole unit atop a rubber outsole in bright blue. Branding appears on the tongue tag with ‘Nike Air’ and on the lateral collar with a black Wings logo."
190,365,330.0,374.0,adidas Yeezy Boost 700 Wave Runner,Adidas,adidas Yeezy Boost 700,adidas Yeezy Boost 700,Solid Grey/Chalk White/Core Black,300.0,https://images.stockx.com/images/adidas-Yeezy-Wave-Runner-700-Solid-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1628533740,2017-11-01,"This first colorway of Yeezy Wave Runner 700 from Kanye West was introduced in November 2017, following an initial public opening in the Yeezy Season 5 fashion show previously that year. The retro-inspired lines of the sneaker worked together with a chunky silhouette reminiscent of a previous age. A mesh base on the quarter panel is completed in gray and a yellow with a teal forefoot."
191,130,123.0,123.0,Nike Dunk Low Stencil Swoosh,Nike,Nike Dunk Low,Nike Dunk Low,White/Light Stone/Black,110.0,https://images.stockx.com/images/Nike-Dunk-Low-Stencil-Swoosh-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1672300940,2022-12-21,
192,98,95.0,95.0,Jordan 1 Low Bordeaux (GS),Nike,Jordan 1 Low,Jordan 1 Low,Cherrywood Red/Cement Grey/White,90.0,https://images.stockx.com/images/Air-Jordan-1-Low-Bordeaux-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1671196294,2022-11-15,
193,138,115.0,115.0,Nike LD Waffle sacai Undercover Black Bright Citron,Nike,Nike LD Waffle,Nike LD Waffle,Black/Sail-Dark Grey-Bright Citron,170.0,https://images.stockx.com/images/Nike-LDWaffle-Undercover-sacai-Bright-Citron-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1633449676,2021-10-29,"Blending the design visions of Chitose Abe and Jun Takahashi is the sacai x Undercover x Nike LDWaffle 'Bright Citron.' It features a black nylon upper with double-layered details of overlapping Swooshes in yellow leather and shaggy off-white suede, and ivory-colored leather and dark grey suede forefoot and heel overlays. Nylon tongues are similarly doubled-up, with the black tongue having a woven tag marked with dual Nike and Undercover branding. A Nike/sacai logo is on the leather heel tab and a stacked foam midsole with a yellow waffle-traction rubber outsole."
194,129,121.0,121.0,Jordan 5 Retro Dunk on Mars (W),Nike,Jordan 5 Retro,Jordan 5 Retro,Martian Sunrise/Black/Fire Red/Muslin,200.0,https://images.stockx.com/images/Air-Jordan-5-Retro-Dunk-on-Mars-W.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1673033837,2023-01-14,"Mars Blackmon, the iconic Spike Lee character who co-starred with #23 in many ads, was the inspiration for the Women’s Air Jordan 5 Retro ‘Dunk on Mars.’ The legacy shoe's Air-assisted black midsole in leaping red-and-orange flames is topped with a suede upper in brilliant scarlet-red with clear netting on the quarter panel and a see-through lace lock securing black laces. The ubiquitous Jumpman decorates the tongue in the silver metallic reflective tongue, and a stitched ‘23’ appears on the lateral heel."
195,121,100.0,100.0,Jordan 5 Retro Aqua (GS),Nike,Jordan 5 Retro,Jordan 5 Retro,Black/Aquatone/Taxi,150.0,https://images.stockx.com/images/Air-Jordan-5-Retro-Aqua-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675766703,2023-02-04,
196,160,141.0,141.0,Nike Dunk Low Team Red (2022),Nike,Nike Dunk Low,Nike Dunk Low,Team Red/Team Red-White,100.0,https://images.stockx.com/images/Nike-Dunk-Low-Team-Red-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1648821059,2022-05-12,"Recalling a simple color-blocking from the ""Be True to Your School"" series from 1985, the 'Team Red' edition of the Nike Dunk Low utilizes an all-leather upper with a white base and contrasting red panels. Based on an original basketball design, the cupsole features a foam midsole on top of a durable rubber outsole with a modified traction pattern. Nike and Swoosh logos can be found on the woven tongue tag as well as the back heel, similar to the original release."
197,204,170.0,194.0,Nike Dunk Low SP Kentucky (2020/2022),Nike,Nike Dunk Low SP,Nike Dunk Low SP,White/Varsity Royal,100.0,https://images.stockx.com/images/Nike-Dunk-Low-SP-Kentucky_Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1606322330,2020-03-14,"The Dunk Low Retro SP 'Kentucky' released to celebrate 35 years of the silhouette. Drawing from Nike's Be True to Your School series from 1985, the shoe gives the nod to the University of Kentucky with a white and Varsity Royal colorway. Built with the leather, the upper is supported by a mesh tongue, while Zoom Air in the sockliner provides cushioning. A two-tone sole unit completes the look underfoot."
198,129,115.0,115.0,Nike Air Max Plus Triple Black,Nike,Nike Air Max Plus,Nike Air Max Plus,Black/Black-Black,150.0,https://images.stockx.com/images/Nike-Air-Max-Plus-Triple-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1607664784,2017-12-20,
199,88,,,Nike Tech Fleece Full Zip Hoodie University Red,Nike,Nike Tech Fleece Full Zip,Nike Tech Fleece Full Zip,University Red,130.0,https://images.stockx.com/images/Nike-Tech-Fleece-Full-Zip-Hoodie-University-Red-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1658513614,2022-01-14,"Nike Tech Fleece is a double-sided spacer university red on the outside and black inside.
<br>
<br>
The Nike Tech Fleece University Red Hoodie has a full black zip closure. On the left chest is a black Nike logo. The logo matches a black strap that runs across the chest at an angle, making a Y shape with the zip. On the left arm is a smaller arm pocket enclosed with a matching black zipper. This hoodie features a kangaroo pocket reinforced with studs.
<br>
<br>
The University Red Nike Tech Hoodie was released on 14th January 2022, retailing at $130."
200,114,110.0,110.0,Jordan 1 Low SE Craft Taupe Haze,Nike,Jordan 1 Low SE Craft,Jordan 1 Low SE Craft,Taupe Haze/Mint Foam/Celestial Gold/Fossil Stone/Sail,130.0,https://images.stockx.com/images/Air-Air-Jordan-1-Low-SE-Craft-Taupe-Haze-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675274619,2023-01-14,
201,230,200.0,221.0,Jordan 1 Retro High OG Bleached Coral,Nike,Jordan 1 Retro High OG,Jordan 1 Retro High OG,White/Black/Grey Fog/Bleached Coral,180.0,https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-Stage-Haze-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1653035159,2022-07-02,Featuring neutral tones on the foundational sneaker is the Air Jordan 1 Retro High OG 'Stage Haze.' Its' upper combines a white leather base with a grey suede heel overlay and a forefoot overlay in cracked black leather. Matching black accents are featured on the signature Swoosh and a retro Wings logo stamped on the lateral ankle. Nike branding is outlined in Bleached Coral on the woven tongue tag while the high-top rests on a rubber cupsole that pairs white sidewalls with a grey rubber outsole.
202,215,182.0,182.0,NikeCraft General Purpose Shoe Tom Sachs,Nike,NikeCraft General Purpose Shoe,NikeCraft General Purpose Shoe,Light Cream/White-Light Bone,110.0,https://images.stockx.com/images/NikeCraft-General-Purpose-Shoe-Tom-Sachs-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1655990902,2022-06-10,"Embracing the idea that footwear can be valued just for its function, the Tom Sachs x NikeCraft General Purpose Shoe ‘Studio’ is marketed as a sneaker for everyday wear. The classic simplicity of the shoe is delivered via a knit upper in cream with overlays in a contrasting off-white suede. The signature Swoosh appears in a subtle print while pull tabs on the tongue and at the heel provide an unexpected shock of brilliant royal blue. A molded cupsole with an EVA core, gum rubber sidewalls and a rubber outsole with waffle traction offers support and grip for all-day wear."
203,129,125.0,125.0,Converse Chuck Taylor All-Star 70 Hi Ader Error,Converse,Converse Chuck Taylor All-Star 70 Hi,Converse Chuck Taylor All-Star 70 Hi,White/Blue/Black,115.0,https://images.stockx.com/images/Converse-Chuck-Taylor-All-Star-70-Hi-Ader-Error-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675337891,2023-01-12,
204,118,109.0,109.0,Jordan 1 Elevate Low SE Lucky Green (W),Nike,Jordan 1 Elevate Low SE,Jordan 1 Elevate Low SE,Lucky Green/White/White Onyx/Black,145.0,https://images.stockx.com/images/Air-Jordan-1-Elevate-Low-SE-Lucky-Green-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675183017,2022-12-07,
205,117,123.0,123.0,adidas Yeezy Slide Slate Grey,Adidas,adidas Yeezy Slide,adidas Yeezy Slide,Slate Grey/Slate Grey/Slate Grey,70.0,https://images.stockx.com/images/adidas-Yeezy-Slide-Slate-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1673938237,,
206,142,112.0,125.0,New Balance 550 Cream Black,New Balance,New Balance 550,New Balance 550,Sea Salt/Cream/Black,100.0,https://images.stockx.com/images/New-Balance-550-Cream-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1651781130,2022-03-05,
207,215,208.0,221.0,Nike Dunk Low SP Syracuse (2020/2022),Nike,Nike Dunk Low SP,Nike Dunk Low SP,White/Orange,100.0,https://images.stockx.com/images/Nike-Dunk-Low-SP-Syracuse-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1666939629,2020-03-14,"Celebrating the 35th anniversary of the silhouette, the Dunk Low Retro SP 'Syracuse' brings back a look from 1985's Be True to Your School series. Built with leather, the upper gives the nod to Syracuse University in white and Orange Blaze. Perforations on the toe box provide breathability, while Zoom Air in the sockliner provides cushioning. The sole unit underfoot continues the two-tone look."
208,133,122.0,122.0,Jordan 1 Low OG EX Black Smoke Grey,Nike,Jordan 1 Low OG EX,Jordan 1 Low OG EX,Black/Dark Smoke Grey-Light Smoke Grey-Sail-Coconut Milk,140.0,https://images.stockx.com/images/Air-Jordan-1-Low-OG-EX-Dark-Smoke-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1661852686,2022-08-26,
209,94,82.0,82.0,Nike Air Max 1 Premium Hangul Day,Nike,Nike Air Max 1 Premium,Nike Air Max 1 Premium,Summit White/Sail/Coconut Milk/White,160.0,https://images.stockx.com/images/Nike-Air-Max-1-Premium-Hangul-Day-W.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1666611337,2022-11-17,"Celebrating the October 9 anniversary of the Korean alphabet, the Nike Air Max 1 Premium ‘Hangul Day’ is a neutral interpretation of this classic shoe. The upper mixes an array of leather, suede and textile in beige, brightened by a shiny jelly Swoosh while nylon pull tabs finish off the laces. 'Nike' Korean lettering appears in the heel overlay in TPU. The shoe's midsole in foam with a visible Air-sole unit in the heel ensure cushion and support."
210,213,170.0,219.0,Jordan 4 Retro Military Black (GS),Nike,Jordan 4 Retro,Jordan 4 Retro,White/Black-Neutral Grey,160.0,https://images.stockx.com/images/Air-Jordan-4-Retro-Military-Black-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1653401817,2022-05-21,
